timestamp,ax1,ay1,az1,ax2,ay2,az2,gx1,gy1,gz1,gx2,gy2,gz2,relative_angle,delta_gyro_y,label
2025-04-14 15:39:30,-0.275879,-0.938477,0.221191,-0.196777,-0.981934,-0.155762,6.286621,0.0,1.281738,2.685547,0.732422,-2.746582,22.1577,-0.732422,1
2025-04-14 15:53:50,-0.239746,-0.947754,-0.060547,-0.276367,-0.962891,0.005371,-29.35791,2.929688,3.845215,-36.01074,47.11914,5.004883,4.258598,-44.18945,0
2025-04-14 15:44:44,-0.245605,-0.959961,0.206543,-0.205078,-0.991211,-0.149902,9.82666,-13.06152,2.380371,6.04248,-1.281738,-7.629395,20.37103,-11.77979,0
2025-04-14 15:53:10,-0.215332,-0.017578,-0.946289,-0.354004,0.309082,-0.953613,5.92041,1.953125,2.258301,18.00537,-9.033203,-3.845215,19.42166,10.98633,0
2025-04-14 15:52:22,-0.051758,-0.937012,-0.336426,-0.36084,-0.806641,-0.480469,35.46143,17.82227,4.333496,28.80859,1.953125,-20.87402,20.99942,15.86914,0
2025-04-14 15:42:02,-0.055664,-0.499512,-0.853027,0.009277,0.09082,-1.05957,-38.14697,30.39551,-5.126953,-39.73389,7.141113,0.427246,35.43087,23.25439,0
2025-04-14 15:32:13,-0.092285,-0.039551,-0.925781,-0.102051,-0.062012,-0.98584,-9.887695,-1.708984,-0.610352,-12.3291,3.662109,-2.868652,1.16634,-5.371094,1
2025-04-14 15:53:44,-0.28418,-0.077637,-0.946289,-0.402832,0.310547,-0.941406,13.00049,-4.821777,-1.953125,10.55908,-0.549316,-15.13672,22.2949,-4.272461,0
2025-04-14 15:32:02,-0.181152,-0.973145,0.125977,-0.170898,-0.993652,-0.161133,10.80322,8.911133,1.708984,3.051758,-2.197266,-4.882813,16.35161,11.1084,1
2025-04-14 15:54:37,-0.321777,-0.590332,-0.741211,-0.592773,-0.53125,-0.696777,-33.81348,19.22607,12.75635,-36.68213,50.1709,15.31982,15.36088,-30.94482,0
2025-04-14 15:37:04,-0.23584,-0.946289,0.176758,-0.145996,-0.932617,0.342285,5.310059,-2.868652,1.77002,-14.4043,-4.211426,4.02832,10.83585,1.342773,1
2025-04-14 15:56:01,-0.35498,0.115234,-0.907227,-0.610352,0.421387,-0.712891,2.685547,3.356934,9.399414,1.89209,0.793457,9.521484,25.35525,2.563477,0
2025-04-14 15:35:22,-0.129883,-0.22168,-0.998047,-0.362793,-0.375488,-0.956055,46.38672,13.00049,1.281738,19.22607,-22.52197,-11.90186,14.9713,35.52246,1
2025-04-14 15:55:51,-0.350098,-0.842285,-0.362305,-0.692871,-0.609375,-0.524414,42.11426,-16.47949,-10.25391,30.09033,-17.63916,-37.41455,24.76808,1.159668,0
2025-04-14 15:34:36,-0.141113,-0.859863,-0.370605,-0.35498,-0.799316,-0.438965,70.19043,-16.60156,8.789063,57.73926,-3.112793,-26.85547,13.74548,-13.48877,1
2025-04-14 15:46:01,-0.165527,-0.274414,-0.929688,-0.016602,0.52002,-0.974609,16.17432,5.310059,-0.610352,15.31982,-5.187988,-3.540039,45.15528,10.49805,0
2025-04-14 15:54:41,-0.237305,-0.713867,-0.640625,-0.625977,-0.13623,-0.802246,39.36768,14.89258,-1.281738,21.1792,-8.361816,-19.77539,41.50156,23.25439,0
2025-04-14 15:39:43,-0.175293,0.020508,-0.984863,-0.053711,0.015625,-1.076172,-4.943848,-1.220703,1.281738,-5.065918,3.112793,-4.150391,7.242048,-4.333496,1
2025-04-14 15:39:02,-0.285156,-0.932617,0.13623,-0.164063,-0.997559,0.049316,1.098633,-5.249023,2.624512,6.04248,4.699707,-3.295898,9.207074,-9.94873,1
2025-04-14 15:33:52,-0.162109,-0.010254,-0.962891,-0.130859,-0.068359,-1.02832,3.479004,0.183105,2.319336,5.249023,0.427246,-2.258301,3.918916,-0.244141,1
2025-04-14 15:34:35,-0.194824,-0.969238,0.169922,-0.201172,-0.969238,0.166016,3.234863,8.911133,0.183105,-0.488281,1.281738,-2.624512,0.423823,7.629395,1
2025-04-14 15:41:57,-0.226074,-0.955078,0.191406,-0.243164,-0.957031,-0.239258,1.220703,-2.319336,1.831055,-1.525879,-3.78418,-1.831055,24.67324,1.464844,0
2025-04-14 15:53:13,-0.177246,-0.726563,-0.581055,-0.225098,-0.200684,-0.881348,-73.05908,2.258301,9.765625,-73.42529,-18.9209,21.85059,37.72152,21.1792,0
2025-04-14 15:39:33,-0.166016,0.055664,-0.96582,0.033691,-0.019531,-1.040039,4.272461,-5.187988,0.244141,5.249023,0.183105,-5.371094,12.3841,-5.371094,1
2025-04-14 15:37:08,-0.300293,-0.138184,-0.975586,-0.62207,-0.21875,-0.855469,12.63428,-7.69043,1.037598,15.44189,-10.74219,-8.850098,19.05715,3.051758,1
2025-04-14 15:33:28,-0.165039,-0.98291,0.09375,-0.193848,-0.980469,0.092285,7.019043,4.333496,0.488281,7.873535,-0.244141,-2.990723,1.647939,4.577637,1
2025-04-14 15:37:01,-0.234375,-0.087891,-0.948242,-0.45459,-0.098145,-0.944336,-0.610352,1.159668,0.366211,-10.49805,-7.263184,-0.732422,11.77421,8.422852,1
2025-04-14 15:42:00,0.058594,-0.337402,-0.871582,-0.015137,-0.021484,-1.063477,25.63477,22.64404,4.821777,13.24463,-7.141113,-6.469727,20.47297,29.78516,0
2025-04-14 15:56:28,-0.389648,0.034668,-0.922852,-0.424316,0.489258,-0.871094,3.479004,-2.563477,-2.746582,18.06641,-23.68164,0.061035,24.98441,21.11816,0
2025-04-14 15:39:01,-0.308105,-0.955078,0.137695,-0.151855,-0.962891,0.009766,-4.333496,22.27783,5.737305,-32.65381,-5.004883,-5.371094,11.46236,27.28271,1
2025-04-14 15:38:52,-0.260254,-0.943359,0.222168,-0.189941,-0.970703,-0.213867,1.098633,1.037598,1.708984,-2.441406,0.305176,-0.854492,25.36169,0.732422,1
2025-04-14 15:53:53,-0.242188,-0.671387,-0.620605,-0.748535,-0.523438,-0.400391,22.46094,-3.845215,-3.78418,13.97705,-16.41846,-3.78418,34.08664,12.57324,0
2025-04-14 15:53:53,-0.217773,-0.936523,-0.200195,-0.529297,-0.850098,0.02002,44.6167,6.04248,-9.338379,16.90674,-11.65771,-50.84229,22.71743,17.7002,0
2025-04-14 15:39:37,-0.290527,-0.943359,0.132813,-0.226074,-0.980957,0.013672,-6.103516,8.361816,6.408691,-12.20703,10.37598,-4.089355,8.02649,-2.01416,1
2025-04-14 15:39:33,-0.1875,0.035645,-0.977539,0.015625,-0.031738,-1.083984,9.216309,-5.126953,0.915527,6.896973,-6.225586,-4.150391,12.26202,1.098633,1
2025-04-14 15:38:59,-0.249023,-0.54834,-0.793945,-0.025391,-0.441895,-0.972656,-30.45654,30.33447,-3.356934,-31.61621,11.04736,-4.02832,16.53523,19.28711,1
2025-04-14 15:54:43,-0.189453,0.042969,-0.954102,-0.336426,0.337402,-0.964844,6.530762,-8.728027,0.12207,-3.479004,-4.699707,-3.234863,17.5848,-4.02832,0
2025-04-14 15:39:32,-0.304199,-0.638184,-0.606445,-0.168945,-0.524902,-0.794922,58.59375,3.540039,-3.051758,13.42773,-4.638672,-6.164551,15.47687,8.178711,1
2025-04-14 15:36:29,-0.278809,-0.921387,-0.176758,-0.350098,-0.895996,-0.201172,-41.99219,8.728027,9.216309,-43.02979,2.868652,18.67676,4.640638,5.859375,1
2025-04-14 15:32:06,-0.05957,-0.557617,-0.800293,-0.170898,-0.4375,-0.936523,-56.7627,-10.00977,-3.601074,-58.10547,7.446289,0.488281,11.40197,-17.45605,1
2025-04-14 15:35:19,-0.200195,-0.95752,0.151855,-0.19873,-0.96875,0.190918,-0.610352,3.723145,-0.12207,-11.59668,-0.366211,-1.89209,2.113778,4.089355,1
2025-04-14 15:38:58,-0.109375,-0.066895,-0.98584,0.073242,0.086426,-1.100586,-18.12744,-12.63428,3.601074,-24.23096,-0.12207,-1.89209,13.11976,-12.51221,1
2025-04-14 15:53:16,-0.193848,-1.032227,-0.037598,-0.651367,-0.671875,-0.399414,39.18457,1.77002,16.41846,64.14795,-51.69678,-59.93652,38.67422,53.4668,0
2025-04-14 15:34:31,-0.19873,-0.04541,-0.960449,-0.255859,-0.083008,-1.01709,3.234863,0.305176,0.915527,0.244141,2.319336,-0.976563,3.065096,-2.01416,1
2025-04-14 15:35:17,-0.089355,-0.279785,-0.974121,-0.39502,-0.296387,-0.978027,-36.37695,5.615234,0.183105,-32.10449,16.23535,10.13184,16.11514,-10.62012,1
2025-04-14 15:32:46,-0.08252,-0.186523,-0.930176,-0.305664,-0.342285,-0.969727,48.03467,27.09961,-1.464844,41.93115,-12.57324,-14.34326,14.04548,39.67285,1
2025-04-14 15:36:30,-0.211426,-0.96582,0.172363,-0.219238,-0.964355,0.125488,2.258301,6.958008,-1.037598,-5.310059,6.408691,-1.281738,2.696532,0.549316,1
2025-04-14 15:44:57,-0.774414,-0.145996,-0.64502,-0.188965,0.077637,-1.043945,-16.23535,15.74707,17.57813,-27.771,7.568359,8.666992,41.73643,8.178711,0
2025-04-14 15:56:25,-0.39502,-0.898438,-0.081055,-0.53418,-0.758301,-0.285156,53.03955,-17.7002,-17.82227,32.53174,4.394531,-48.03467,16.68347,-22.09473,0
2025-04-14 15:53:52,-0.196777,-0.961426,0.022949,-0.257324,-0.947754,0.155762,31.43311,-13.79395,2.502441,12.08496,12.26807,-22.46094,8.477669,-26.06201,0
2025-04-14 15:55:16,-0.231934,-0.927734,0.201172,-0.265137,-0.936035,-0.269531,-26.61133,20.87402,3.967285,-45.41016,4.211426,9.338379,27.42195,16.6626,0
2025-04-14 15:53:51,-0.211914,-0.951172,0.108887,-0.190918,-0.969238,0.190918,-7.324219,-1.403809,6.164551,-5.004883,7.751465,-1.708984,4.772739,-9.155273,0
2025-04-14 15:53:54,-0.200684,-0.517578,-0.667969,-0.804199,-0.237305,-0.651367,21.60645,-6.958008,6.103516,31.86035,-16.11328,-40.22217,38.73789,9.155273,0
2025-04-14 15:42:09,-0.103516,-0.130371,-0.977051,-0.08252,0.020996,-1.070313,11.77979,4.394531,0.671387,7.141113,-0.671387,0.732422,8.831575,5.065918,0
2025-04-14 15:34:35,-0.205566,-0.977539,0.165527,-0.19873,-0.98877,0.183105,2.258301,6.896973,0.793457,-0.793457,1.647949,-2.990723,1.014907,5.249023,1
2025-04-14 15:53:49,-0.233887,-0.850098,-0.442383,-0.278809,-0.791504,-0.574707,-37.65869,3.662109,3.479004,-49.01123,32.83691,13.85498,8.496066,-29.1748,0
2025-04-14 15:55:51,-0.306152,-0.92041,0.01709,-0.421387,-0.821289,-0.263184,56.7627,-4.882813,-18.85986,34.97314,8.117676,-41.25977,19.00797,-13.00049,0
2025-04-14 15:55:19,-0.430664,-0.588867,-0.733887,-0.54248,-0.226074,-0.828613,26.36719,-8.239746,5.554199,34.48486,-12.57324,-26.42822,21.974,4.333496,0
2025-04-14 15:32:46,-0.032715,-0.455566,-0.751953,-0.389648,-0.554688,-0.708984,46.14258,1.586914,4.882813,56.33545,-17.33398,-9.887695,22.27938,18.9209,1
2025-04-14 15:53:49,-0.297852,-0.606445,-0.754395,-0.491699,-0.263184,-0.900879,-33.26416,1.464844,5.615234,-42.23633,3.78418,19.40918,23.27671,-2.319336,0
2025-04-14 15:53:08,-0.128906,-0.851074,-0.488281,-0.429199,-0.601074,-0.638184,47.36328,-7.629395,-0.366211,18.24951,-6.896973,-12.08496,24.57229,-0.732422,0
2025-04-14 15:55:07,-0.203613,-0.947754,0.224121,-0.263672,-0.961426,-0.146484,2.197266,2.441406,0.366211,-2.929688,-2.13623,-1.77002,21.61377,4.577637,0
2025-04-14 15:35:22,-0.105957,-0.556152,-0.796387,-0.415527,-0.577637,-0.687012,48.27881,-2.807617,1.89209,44.67773,-18.06641,-7.202148,19.25384,15.25879,1
2025-04-14 15:42:09,-0.088379,-0.125488,-0.975586,-0.078125,0.031738,-1.066895,-7.324219,-10.49805,1.77002,-8.239746,1.281738,0.427246,9.053299,-11.77979,0
2025-04-14 15:37:01,-0.230469,-0.102051,-0.952148,-0.433105,-0.106934,-0.945313,-1.342773,0.610352,2.563477,-4.882813,-0.427246,0.915527,10.95019,1.037598,1
2025-04-14 15:34:31,-0.150391,-0.035156,-0.95752,-0.227051,-0.083496,-1.03125,3.845215,2.990723,0.0,4.760742,-7.629395,0.0,4.256068,10.62012,1
2025-04-14 15:32:37,-0.100098,-0.958008,-0.133301,-0.244141,-0.858398,-0.368164,57.61719,-9.94873,16.29639,52.91748,-17.57813,-16.8457,17.38649,7.629395,1
2025-04-14 15:34:00,-0.092285,-0.126465,-0.981934,-0.182129,-0.224121,-1.148438,20.01953,7.69043,5.859375,17.94434,-17.63916,4.577637,5.090121,25.32959,1
2025-04-14 15:35:21,-0.139648,-0.822754,-0.371094,-0.384277,-0.782715,-0.308594,54.6875,-6.286621,10.68115,29.90723,-25.39063,-17.63916,15.97131,19.104,1
2025-04-14 15:54:31,-0.236816,-0.976074,0.08252,-0.210938,-0.98291,-0.145996,32.16553,-8.361816,-2.807617,12.39014,-3.295898,-16.47949,13.04895,-5.065918,0
2025-04-14 15:52:23,-0.210938,-0.289063,-0.89209,-0.319824,0.018555,-0.985352,23.01025,-5.187988,-1.342773,25.57373,-3.540039,-12.51221,19.09256,-1.647949,0
2025-04-14 15:39:01,-0.295898,-0.928711,0.158691,-0.171875,-0.991699,0.039551,-6.286621,1.831055,-1.89209,-4.577637,50.04883,-14.83154,10.47499,-48.21777,1
2025-04-14 15:42:04,-0.262695,-0.960449,0.085938,-0.234375,-0.957031,-0.241699,-16.47949,3.295898,1.647949,-35.09521,8.361816,7.568359,18.7774,-5.065918,0
2025-04-14 15:36:23,-0.199707,-0.961914,0.20752,-0.181641,-0.988281,-0.097168,4.577637,1.708984,0.488281,-1.220703,0.305176,-3.173828,17.4996,1.403809,1
2025-04-14 15:54:41,-0.282715,-0.86084,-0.383301,-0.637695,-0.419434,-0.691406,40.64941,4.089355,14.70947,24.6582,-24.78027,-23.49854,37.26302,28.86963,0
2025-04-14 15:55:19,-0.464844,-0.560059,-0.665527,-0.580078,-0.193359,-0.837891,30.51758,-24.29199,0.061035,30.27344,-3.967285,-26.7334,23.85952,-20.32471,0
2025-04-14 15:39:35,-0.223145,-0.446289,-0.825684,-0.064941,-0.432617,-0.894531,-48.52295,22.46094,5.126953,-49.49951,8.789063,-4.455566,9.966105,13.67188,1
2025-04-14 15:39:00,-0.30957,-0.762695,-0.430176,-0.11084,-0.714844,-0.641113,-36.43799,10.25391,10.55908,-43.27393,8.789063,-1.281738,17.68437,1.464844,1
2025-04-14 15:32:02,-0.111328,-0.95459,-0.150879,-0.222168,-0.880371,-0.341309,42.78564,5.554199,10.43701,32.53174,0.549316,-11.2915,13.74533,5.004883,1
2025-04-14 15:53:45,-0.217285,-0.012207,-0.951172,-0.314453,0.432617,-0.908691,-0.915527,1.403809,2.563477,-7.873535,-0.854492,2.563477,25.6601,2.258301,0
2025-04-14 15:54:35,-0.297363,-0.175781,-0.941406,-0.317383,0.084473,-0.98877,-24.4751,9.399414,4.333496,18.73779,-6.347656,-4.577637,14.74857,15.74707,0
2025-04-14 15:54:39,-0.161133,-0.973633,0.080566,0.004883,-0.964355,0.313477,-5.737305,-9.643555,0.183105,-7.568359,-2.075195,6.347656,16.36173,-7.568359,0
2025-04-14 15:33:53,-0.127441,0.013672,-0.962402,-0.112793,0.010742,-1.035645,1.037598,-0.854492,4.638672,1.220703,-2.807617,-1.403809,1.344794,1.953125,1
2025-04-14 15:55:19,-0.350586,-0.306152,-0.822266,-0.509766,0.179199,-0.880371,32.83691,-10.68115,-5.981445,27.52686,-21.3623,-18.31055,29.70491,10.68115,0
2025-04-14 15:39:34,-0.146484,0.054688,-0.973633,0.030273,0.010742,-1.065918,-0.366211,1.098633,4.333496,-2.624512,2.502441,-0.183105,10.50388,-1.403809,1
2025-04-14 15:55:12,-0.385742,-0.232422,-0.855469,-0.514648,-0.005859,-0.915527,-9.94873,6.713867,2.13623,-10.43701,2.258301,1.464844,14.48831,4.455566,0
2025-04-14 15:45:57,-0.225586,-0.880371,-0.295898,-0.208496,-0.487793,-0.789551,-59.44824,-5.859375,13.3667,-70.3125,17.45605,9.887695,38.64162,-23.31543,0
2025-04-14 15:38:54,-0.280273,-0.899902,-0.156738,-0.224121,-0.797363,-0.500488,38.26904,-8.972168,-0.488281,27.52686,-14.89258,-11.84082,21.75239,5.92041,1
2025-04-14 15:33:51,-0.049316,-0.787598,-0.571289,-0.228027,-0.558594,-0.770508,63.11035,-11.04736,16.96777,36.19385,-23.49854,-23.80371,20.78093,12.45117,1
2025-04-14 15:33:23,-0.128418,-0.000488,-1.006348,-0.084961,-0.02002,-1.120605,-3.479004,-1.708984,3.051758,-3.173828,3.234863,-0.061035,3.09952,-4.943848,1
2025-04-14 15:36:27,-0.239258,-0.261719,-0.910156,-0.538574,-0.228027,-0.902832,-37.23145,-4.394531,3.356934,-27.22168,9.460449,16.78467,15.95887,-13.85498,1
2025-04-14 15:33:24,-0.178223,-0.117188,-0.969727,-0.101074,-0.09082,-1.092285,-31.00586,5.371094,5.554199,-23.62061,23.86475,5.004883,5.495831,-18.49365,1
2025-04-14 15:55:52,-0.468262,-0.589355,-0.60791,-0.712402,-0.310547,-0.729004,34.66797,-6.347656,-8.544922,19.89746,-11.23047,-16.60156,21.41817,4.882813,0
2025-04-14 15:45:55,-0.3125,-0.28125,-0.895996,-0.102539,0.126465,-1.042969,14.46533,2.746582,-1.037598,7.385254,-0.854492,-3.234863,26.98993,3.601074,0
2025-04-14 15:55:20,-0.318359,-0.009277,-0.962891,-0.325684,0.474121,-0.936035,11.90186,-2.075195,-2.319336,7.995605,-4.882813,-6.103516,26.10428,2.807617,0
2025-04-14 15:32:48,-0.135742,-0.000488,-0.974121,-0.171387,-0.02002,-1.124512,-17.21191,-8.972168,-0.12207,-13.18359,-4.333496,0.549316,1.223173,-4.638672,1
2025-04-14 15:42:06,-0.318359,-0.932129,0.170898,-0.174316,-0.987793,-0.118164,4.272461,0.915527,-1.159668,2.319336,-1.586914,-6.408691,18.76137,2.502441,0
2025-04-14 15:52:30,-0.114258,-0.93457,-0.229492,-0.37793,-0.843262,-0.432129,34.05762,10.55908,9.460449,33.99658,0.976563,-19.40918,19.75093,9.58252,0
2025-04-14 15:44:50,-0.487793,-0.797852,-0.108887,-0.180176,-0.649414,-0.706543,-32.2876,25.93994,13.97705,-61.52344,15.38086,4.516602,42.01828,10.55908,0
2025-04-14 15:32:02,-0.109863,-0.944336,-0.212891,-0.23291,-0.826172,-0.411621,56.70166,-0.305176,16.17432,54.93164,1.098633,-18.79883,15.57363,-1.403809,1
2025-04-14 15:39:37,-0.292969,-0.95459,0.161621,-0.233887,-0.978027,0.103516,-0.061035,0.427246,0.183105,-1.831055,-1.647949,-3.540039,4.880741,2.075195,1
2025-04-14 15:55:49,-0.203125,-0.930664,0.303223,-0.217773,-0.977539,-0.117188,1.281738,1.464844,1.342773,-2.380371,-1.708984,-1.525879,24.33244,3.173828,0
2025-04-14 15:32:36,-0.186523,-0.964355,0.166504,-0.164551,-0.990234,-0.109863,1.464844,3.601074,0.488281,-2.990723,-0.366211,-1.953125,15.93841,3.967285,1
2025-04-14 15:55:54,-0.314453,0.037109,-0.920898,-0.466797,0.376953,-0.833008,1.953125,-1.403809,-0.976563,0.061035,5.310059,-2.13623,21.85044,-6.713867,0
2025-04-14 15:39:30,-0.27002,-0.934082,0.236328,-0.193848,-0.981934,-0.153809,2.685547,5.981445,-0.305176,-2.319336,0.183105,-1.708984,22.9314,5.79834,1
2025-04-14 15:32:11,-0.060059,-0.253906,-0.95166,-0.23877,-0.408203,-0.929688,39.24561,0.732422,2.502441,31.79932,-19.59229,-13.18359,13.03723,20.32471,1
2025-04-14 15:37:08,-0.248047,-0.454102,-0.885742,-0.618652,-0.482422,-0.661621,39.73389,3.723145,-5.065918,20.69092,-32.34863,-10.19287,24.42152,36.07178,1
2025-04-14 15:54:42,-0.275391,-0.239746,-0.907715,-0.454102,0.251465,-0.914551,38.87939,-6.347656,-4.577637,19.16504,-22.03369,-12.20703,29.56435,15.68604,0
2025-04-14 15:38:56,-0.177246,-0.046387,-0.937012,0.07959,0.037598,-1.053223,11.96289,1.525879,0.12207,-2.258301,-6.164551,-0.061035,15.78341,7.69043,1
2025-04-14 15:35:17,-0.121094,-0.065918,-1.011719,-0.352051,-0.128906,-1.015137,-17.82227,-10.25391,1.89209,-21.11816,20.44678,4.455566,12.64358,-30.70068,1
2025-04-14 15:34:39,-0.157715,0.040527,-0.975586,-0.224121,0.009277,-1.035645,-1.89209,-0.366211,3.112793,-1.098633,2.990723,-1.098633,3.545636,-3.356934,1
2025-04-14 15:33:57,-0.173828,-0.969727,0.151855,-0.209473,-0.973633,0.105469,0.244141,4.943848,-0.427246,-5.371094,-3.356934,-2.13623,3.351994,8.300781,1
2025-04-14 15:42:02,-0.028809,-0.172363,-0.970703,-0.008301,0.211426,-1.077148,-20.50781,-3.845215,1.953125,10.13184,-3.540039,1.281738,21.20608,-0.305176,0
2025-04-14 15:37:04,-0.250977,-0.973145,0.05127,-0.22168,-0.985352,0.120117,-29.78516,13.48877,1.281738,-39.73389,-3.417969,15.38086,4.250726,16.90674,1
2025-04-14 15:38:54,-0.246582,-0.901855,-0.213379,-0.224121,-0.758301,-0.588867,42.5415,-6.469727,0.488281,32.89795,-25.26855,-10.80322,23.84285,18.79883,1
2025-04-14 15:45:54,-0.310059,-0.416016,-0.836426,-0.145996,0.04248,-1.058105,27.89307,7.751465,-5.187988,9.521484,-2.807617,-5.126953,29.84583,10.55908,0
2025-04-14 15:41:58,-0.106445,-0.966797,-0.190918,-0.236816,-0.805664,-0.552246,50.29297,3.173828,17.76123,47.97363,-24.59717,-6.652832,24.07559,27.771,0
2025-04-14 15:53:17,-0.148438,-0.251953,-0.85791,-0.607422,0.073242,-0.966797,70.00732,0.244141,-9.033203,23.92578,6.835938,-18.43262,29.66043,-6.591797,0
2025-04-14 15:53:42,-0.271484,-0.913086,-0.251465,-0.489746,-0.76709,-0.407227,42.41943,7.324219,-4.821777,28.93066,6.652832,-36.07178,17.70689,0.671387,0
2025-04-14 15:37:00,-0.241699,-0.150391,-0.958008,-0.50293,-0.196777,-0.944336,13.97705,1.342773,2.807617,3.90625,-5.554199,-7.446289,13.79898,6.896973,1
2025-04-14 15:36:24,-0.236328,-0.879883,-0.322266,-0.336914,-0.754395,-0.479004,65.61279,-10.62012,-2.075195,27.9541,9.155273,-20.1416,13.40687,-19.77539,1
2025-04-14 15:36:28,-0.251953,-0.587891,-0.741699,-0.503418,-0.516602,-0.753418,-44.43359,18.98193,4.638672,-44.31152,21.48438,14.83154,14.42415,-2.502441,1
2025-04-14 15:33:29,-0.021484,-0.272949,-0.940918,-0.242676,-0.260254,-1.0625,67.26074,59.32617,-6.347656,34.42383,-6.713867,-14.03809,11.5033,66.04004,1
2025-04-14 15:54:38,-0.304199,-0.890625,-0.233398,-0.435547,-0.852051,-0.191895,-45.95947,20.08057,12.63428,-40.83252,20.56885,37.53662,8.424549,-0.488281,0
2025-04-14 15:53:09,-0.137207,-0.56543,-0.782227,-0.540527,-0.346191,-0.856445,53.10059,-3.295898,-2.929688,43.88428,-6.286621,-23.68164,25.74461,2.990723,0
2025-04-14 15:32:43,-0.09375,-0.907227,-0.118164,-0.176758,-0.868164,-0.322754,-36.25488,7.995605,-7.507324,-52.67334,5.67627,3.479004,13.75393,2.319336,1
2025-04-14 15:46:02,-0.170898,-0.243652,-0.937012,-0.004395,0.570801,-0.907715,2.990723,3.173828,1.953125,0.305176,-0.244141,0.732422,47.49947,3.417969,0
2025-04-14 15:36:31,-0.32959,-0.858398,-0.296875,-0.33252,-0.897949,-0.00293,71.04492,-6.164551,-15.50293,42.23633,-5.310059,-34.97314,17.731,-0.854492,1
2025-04-14 15:33:51,-0.04248,-0.182129,-0.975098,-0.145996,-0.145508,-1.11084,43.88428,35.52246,-1.281738,3.173828,-14.70947,2.380371,5.862138,50.23193,1
2025-04-14 15:55:55,-0.367676,-0.266113,-0.854492,-0.654297,0.179688,-0.873047,-30.33447,7.507324,8.544922,-28.25928,8.850098,23.25439,28.65976,-1.342773,0
2025-04-14 15:35:22,-0.02002,-0.343262,-0.851563,-0.442383,-0.360352,-0.86377,39.12354,21.11816,-2.868652,29.11377,-19.34814,-13.97705,24.05884,40.46631,1
2025-04-14 15:32:40,-0.178223,0.027344,-0.966797,-0.108398,-0.010742,-1.046875,1.281738,2.01416,0.915527,-2.746582,-4.272461,-2.197266,5.028937,6.286621,1
2025-04-14 15:39:34,-0.188965,0.085449,-0.984375,0.031738,0.008789,-1.07959,2.380371,0.183105,2.441406,0.183105,-0.793457,-3.356934,13.2857,0.976563,1
2025-04-14 15:34:34,-0.21582,-0.971191,-0.058594,-0.246582,-0.94043,-0.061035,-26.30615,11.53564,3.417969,-38.57422,1.464844,9.94873,2.170785,10.0708,1
